116.3461982,39.98178313,,,,"116.3461982,39.98178313"
116.3462132,39.9817824,,,,"116.3462132,39.9817824"
116.3462282,39.98178167,,,,"116.3462282,39.98178167"
116.3462432,39.98178094,,,,"116.3462432,39.98178094"
116.3462582,39.98178021,,,,"116.3462582,39.98178021"
116.3462732,39.98177948,,,,"116.3462732,39.98177948"
116.3462882,39.98177875,,,,"116.3462882,39.98177875"
116.3463032,39.98177802,,,,"116.3463032,39.98177802"
116.3463182,39.98177729,,,,"116.3463182,39.98177729"
116.3463332,39.98177656,,,,"116.3463332,39.98177656"
116.3463482,39.98177583,,,,"116.3463482,39.98177583"
116.3463482,39.9817751,,,,"116.3463482,39.9817751"
116.3463483,39.98177576,117,,,"116.3463483,39.98177576"
116.3463613,39.98177462,118,,,"116.3463613,39.98177462"
116.346369,39.98177613,119,,,"116.346369,39.98177613"
116.3463652,39.98177896,120,,,"116.3463652,39.98177896"
116.3463737,39.98177164,121,,,"116.3463737,39.98177164"
116.3463901,39.98176434,122,,,"116.3463901,39.98176434"
116.3464161,39.98175539,123,,,"116.3464161,39.98175539"
116.3464387,39.98174326,124,,,"116.3464387,39.98174326"
116.346453,39.98173146,125,,,"116.346453,39.98173146"
116.3464687,39.98172632,126,,,"116.3464687,39.98172632"
116.3464881,39.98172835,127,,,"116.3464881,39.98172835"
116.3465041,39.98173205,128,,,"116.3465041,39.98173205"
116.3465183,39.98173574,129,,,"116.3465183,39.98173574"
116.346531,39.9817406,130,,,"116.346531,39.9817406"
116.3465479,39.98174447,131,,,"116.3465479,39.98174447"
116.3465648,39.98174883,132,,,"116.3465648,39.98174883"
116.3466079,39.98176841,133,,,"116.3466079,39.98176841"
116.3466349,39.98178396,134,,,"116.3466349,39.98178396"
116.3466508,39.98178216,135,,,"116.3466508,39.98178216"
116.3466684,39.98178152,136,,,"116.3466684,39.98178152"
116.3466854,39.98178789,137,,,"116.3466854,39.98178789"
116.3466971,39.98179241,138,,,"116.3466971,39.98179241"
116.3467163,39.98179645,139,,,"116.3467163,39.98179645"
116.3467337,39.98179881,140,,,"116.3467337,39.98179881"
116.3467527,39.98180535,141,,,"116.3467527,39.98180535"
116.3467672,39.98180921,142,,,"116.3467672,39.98180921"
116.3467781,39.98182056,143,,,"116.3467781,39.98182056"
116.3468055,39.98181828,144,,,"116.3468055,39.98181828"
116.3468148,39.9818188,145,,,"116.3468148,39.9818188"
116.3468307,39.98181999,146,,,"116.3468307,39.98181999"
116.3468447,39.98182035,147,,,"116.3468447,39.98182035"
116.3468589,39.98182071,148,,,"116.3468589,39.98182071"
116.3468735,39.98182407,149,,,"116.3468735,39.98182407"
116.3468904,39.98182894,150,,,"116.3468904,39.98182894"
116.3469061,39.98182463,151,,,"116.3469061,39.98182463"
116.3469333,39.98183068,152,,,"116.3469333,39.98183068"
116.3469605,39.9818289,153,,,"116.3469605,39.9818289"
116.3469874,39.98181795,154,,,"116.3469874,39.98181795"
116.3469891,39.98181329,155,,,"116.3469891,39.98181329"
116.3469974,39.9818033,156,,,"116.3469974,39.9818033"
116.3470091,39.98179732,157,,,"116.3470091,39.98179732"
116.3470123,39.9818,158,,,"116.3470123,39.9818"
116.3470262,39.98179502,159,,,"116.3470262,39.98179502"
116.3470402,39.98179221,160,,,"116.3470402,39.98179221"
116.3470557,39.98178891,161,,,"116.3470557,39.98178891"
116.3470749,39.98178794,162,,,"116.3470749,39.98178794"
116.3470921,39.98178531,163,,,"116.3470921,39.98178531"
116.3471107,39.98178301,164,,,"116.3471107,39.98178301"
116.3471292,39.98178154,165,,,"116.3471292,39.98178154"
116.3471462,39.98177758,166,,,"116.3471462,39.98177758"
116.3471635,39.98177494,167,,,"116.3471635,39.98177494"
116.347181,39.98177147,168,,,"116.347181,39.98177147"
116.347196,39.98176983,169,,,"116.347196,39.98176983"
116.3472067,39.98177102,170,,,"116.3472067,39.98177102"
